rest,rest_code,review,wdate,review_count,clean_review,emotion
암소가든,17084615,떡국도 맛있다는 사실,2024-12-21,81,떡국도 맛있다는 사실,
암소가든,17084615,갈비탕 맛있오요,2024-10-31,81,갈비탕 맛있오요,
암소가든,17084615,고기 너무 좋아요 :),2024-07-26,81,고기 너무 좋아요,
암소가든,17084615,"불낙전골 1인분에 14,000원3명이서 45,000원이 나왔으니공기밥이 따로인데공기밥을 열어보니 밥이 반절정도만 담겨있더라구요제 밥만 실수인가 했는데전부다 그렇더라구요일하시는분께 밥이 이게 맞을까요 여쭤보니무심하게 더 드릴께요 하고 가시구요재방문 의사가 전혀없네요",2024-04-25,81,불낙전골 1인분에 14000원3명이서 45000원이 나왔으니공기밥이 따로인데공기밥을 열어보니 밥이 반절정도만 담겨있더라구요제 밥만 실수인가 했는데전부다 그렇더라구요일하시는분께 밥이 이게 맞을까요 여쭤보니무심하게 더 드릴께요 하고 가시구요재방문 의사가 전혀없네요,
암소가든,17084615,괜찮았어요!,2024-01-13,81,괜찮았어요,
고려옥,17135618,군산 월명동 42년 전통이 그대로 느껴지는삼계탕 맛집??현지인 추천 받아 방문했는데 정감 넘치는 분위기에 친절한 사장님 부부에 마음까지 따뜻~~??깔끔하고 뜨끈한 국물에 삼도 큼직하고 재료가 전부?? 국내산 ??으로 아낌없이 팍팍??,2025-10-09,50,군산 월명동 42년 전통이 그대로 느껴지는삼계탕 맛집현지인 추천 받아 방문했는데 정감 넘치는 분위기에 친절한 사장님 부부에 마음까지 따뜻깔끔하고 뜨끈한 국물에 삼도 큼직하고 재료가 전부 국내산 으로 아낌없이 팍팍,
고려옥,17135618,"군산 월명동에 위치한 구 고려삼계탕 현 고려옥은 삼계탕, 우족탕, 복탕 등 다양한 보양식을 즐길 수 있는 전통 맛집이에요. 삼계탕은 어린 닭을 사용해 살이 부드럽고 국물은 깔끔하면서 깊은 맛이 나요. 우족탕은 진하게 우러난 국물이 몸보신에 딱 좋습니다. 아침 8시부터 문을 열어 해장하기에도 좋아요. 정갈한 반찬과 푸짐한 한 그릇 덕분에 든든하게 식사했어요.",2025-10-12,50,군산 월명동에 위치한 구 고려삼계탕 현 고려옥은 삼계탕 우족탕 복탕 등 다양한 보양식을 즐길 수 있는 전통 맛집이에요 삼계탕은 어린 닭을 사용해 살이 부드럽고 국물은 깔끔하면서 깊은 맛이 나요 우족탕은 진하게 우러난 국물이 몸보신에 딱 좋습니다 아침 8시부터 문을 열어 해장하기에도 좋아요 정갈한 반찬과 푸짐한 한 그릇 덕분에 든든하게 식사했어요,
고려옥,17135618,"처음으로 방문했는데, 탕에 같이 나온 밥이 3명중에 2명은 하얀 쌀밥이고 한개만 콩밥으로 주었는데, 그 콩밥은 딱봐도 어제 한 밥인듯 말랐고, 색도 이미 오래되어 콩물이 들어버린 모양으로 주네요.미리 예약까지 하고 갔는데, 상태 안좋은 콩밥대신 쌀밥 없냐고 물으니 단호하게 없다고 그러네요.요즘 밥 갖고 그러면 안되는데..그래서 탕만 먹고 밥은 안 먹고 남긴 탕에 말아버리고 나왔네요.재 방문 의사는 없습니다.",2025-11-26,50,처음으로 방문했는데 탕에 같이 나온 밥이 3명중에 2명은 하얀 쌀밥이고 한개만 콩밥으로 주었는데 그 콩밥은 딱봐도 어제 한 밥인듯 말랐고 색도 이미 오래되어 콩물이 들어버린 모양으로 주네요미리 예약까지 하고 갔는데 상태 안좋은 콩밥대신 쌀밥 없냐고 물으니 단호하게 없다고 그러네요요즘 밥 갖고 그러면 안되는데그래서 탕만 먹고 밥은 안 먹고 남긴 탕에 말아버리고 나왔네요재 방문 의사는 없습니다,
고려옥,17135618,삼계탕 맛집 찾았어요!! 군산 월명동에 있는데 고기도 너무 부드럽고ㅠㅠ 제가 제일 좋아하는 찹쌀이 가득 들어있어서 끝까지 야무지게 먹을 수 있었답니다?? 주차장도 넓어서 접근성도 굿?? 또 가고 싶어요??,2025-09-07,50,삼계탕 맛집 찾았어요 군산 월명동에 있는데 고기도 너무 부드럽고 제가 제일 좋아하는 찹쌀이 가득 들어있어서 끝까지 야무지게 먹을 수 있었답니다 주차장도 넓어서 접근성도 굿 또 가고 싶어요,
고려옥,17135618,연휴 맞아 몸보신이 필요해 삼계탕 한그릇 엄마와 함께 먹고 왔는데요..!! 닭고기 너무 부드럽고 찹쌀죽까지 너무 맛있어서 보양 제대로 하고왔습니다!!!! 삼계탕 드실분들 <고려옥> 강추!!,2025-10-09,50,연휴 맞아 몸보신이 필요해 삼계탕 한그릇 엄마와 함께 먹고 왔는데요 닭고기 너무 부드럽고 찹쌀죽까지 너무 맛있어서 보양 제대로 하고왔습니다 삼계탕 드실분들 고려옥 강추,
고려옥,17135618,"군산 여행하는 분들께 추천해주고 싶은 삼계탕 맛집! 이성당, 시간여행마을, 테디베어박물관과 접근성이 좋고 삼계탕은 물론 메뉴둘이 다 맛있어요. 밑반찬부터 안맛있는게 없는 ㅠㅠ 사장님도 친절하셨고 한끼 든든하게 먹기 딱 좋아요~",2025-04-22,50,군산 여행하는 분들께 추천해주고 싶은 삼계탕 맛집 이성당 시간여행마을 테디베어박물관과 접근성이 좋고 삼계탕은 물론 메뉴둘이 다 맛있어요 밑반찬부터 안맛있는게 없는 사장님도 친절하셨고 한끼 든든하게 먹기 딱 좋아요,
고려옥,17135618,삼계탕이진짜 크고 살이너무 부드러워요!! 반찬도 많고 리필도 해주셔서 너무 맛있게먹었어요,2025-07-12,50,삼계탕이진짜 크고 살이너무 부드러워요 반찬도 많고 리필도 해주셔서 너무 맛있게먹었어요,
고려옥,17135618,우족탕은 처음 먹어보는데 완전 건강해지는 맛!!우족탕으로 몸보신 제대로 하고 왔어요.깊고 진한 국물 맛이 너무 좋았고 우족 양도 진짜 많아서 배부르게 맛있게 먹고 왔습니다????,2025-07-09,50,우족탕은 처음 먹어보는데 완전 건강해지는 맛우족탕으로 몸보신 제대로 하고 왔어요깊고 진한 국물 맛이 너무 좋았고 우족 양도 진짜 많아서 배부르게 맛있게 먹고 왔습니다,
고려옥,17135618,월명동에 위치한 전통있는 삼계탕 맛집이라 해서 가봤는데요군더더기 없는 깔끔한 그 자체였어요삼계탕에 닭하나만 먹은건 정말 오랫만이었던거 같아요입맛까다로운 아들 이것저것 섞인거 싫어하는데 한번 데리고 가려구요,2025-06-18,50,월명동에 위치한 전통있는 삼계탕 맛집이라 해서 가봤는데요군더더기 없는 깔끔한 그 자체였어요삼계탕에 닭하나만 먹은건 정말 오랫만이었던거 같아요입맛까다로운 아들 이것저것 섞인거 싫어하는데 한번 데리고 가려구요,
고려옥,17135618,[본 리뷰는 업체로부터 식사권을 제공받았으나 솔직하게 작성하였습니다 ?? ]고려옥 삼계탕 먹고 왔어요 .? .? ?? 따끈따끈 뚝배기에 나와서 좋아요! 반찬 구성도 최고 ?? 부모님 모시고 가면 지인짜 좋아하실듯 .. ?? 잘 먹고갑니당??,2025-04-24,50,본 리뷰는 업체로부터 식사권을 제공받았으나 솔직하게 작성하였습니다 고려옥 삼계탕 먹고 왔어요 따끈따끈 뚝배기에 나와서 좋아요 반찬 구성도 최고 부모님 모시고 가면 지인짜 좋아하실듯 잘 먹고갑니당,
영아네식당,17475982,좋아요,2023-12-29,13,좋아요,
영아네식당,17475982,좋아요,2023-12-28,13,좋아요,
영아네식당,17475982,좋아요,2023-12-27,13,좋아요,
영아네식당,17475982,좋아요,2023-12-18,13,좋아요,
영아네식당,17475982,좋아요,2023-12-14,13,좋아요,
영아네식당,17475982,좋아요,2023-12-13,13,좋아요,
영아네식당,17475982,좋아요,2023-12-12,13,좋아요,
영아네식당,17475982,굿,2023-07-28,13,굿,
영아네식당,17475982,음식이 맛있고 양도 많아요집밥먹는 기분이들어요,2022-10-27,13,음식이 맛있고 양도 많아요집밥먹는 기분이들어요,
영아네식당,17475982,이모집에 놀러왔다가 먹게된 닭두루치기두루먹다가 하나죽어도 모르겠네요경기도에는 이런 맛집이 없는데 감사합니다 또 먹으러 올게요,2021-03-06,13,이모집에 놀러왔다가 먹게된 닭두루치기두루먹다가 하나죽어도 모르겠네요경기도에는 이런 맛집이 없는데 감사합니다 또 먹으러 올게요,
신김밥천국,17125315,맛있어요,2025-07-22,75,맛있어요,
신김밥천국,17125315,김밥 가격이 넘 비싸짐! 맛남,2025-06-10,75,김밥 가격이 넘 비싸짐 맛남,
신김밥천국,17125315,가성비는 좋은데 맛은 그냥 그래요,2023-11-20,75,가성비는 좋은데 맛은 그냥 그래요,
신김밥천국,17125315,메뉴가 다양하고 평타 이상은 친다. 나는 김천에 지역맛집급 퀄리티를 기대하는 사람이 아니라서 별 불만이 없다,2023-10-11,75,메뉴가 다양하고 평타 이상은 친다 나는 김천에 지역맛집급 퀄리티를 기대하는 사람이 아니라서 별 불만이 없다,
신김밥천국,17125315,마시써요,2023-10-31,75,마시써요,
신김밥천국,17125315,송천점이 닫아서 여기서샀는데 별루유..5백원 더 비싸네요,2023-08-08,75,송천점이 닫아서 여기서샀는데 별루유5백원 더 비싸네요,
신김밥천국,17125315,메뉴가 다양하고 맛있어요!,2023-08-18,75,메뉴가 다양하고 맛있어요,
신김밥천국,17125315,된장찌개 클라스 있네요. 기대 안했는데 맛있음!!!! 친절하시고 깨끗,2023-05-11,75,된장찌개 클라스 있네요 기대 안했는데 맛있음 친절하시고 깨끗,
신김밥천국,17125315,맛있게,2023-05-22,75,맛있게,
신김밥천국,17125315,조아요,2023-08-11,75,조아요,
아줌마국수,1201562542,음식 맛있어요~,2025-09-20,58,음식 맛있어요,
아줌마국수,1201562542,김치수제비 이 녀석도 양이 어마어마합니다 그릇에 거의 넘칠정도로 담아주시는데 가성비 진짜 좋은 것 같아요 이것도 기본 양인데 곱빼기로 시키면 대체 얼마나 나올지 궁금하네요 양도 많은데 굉장히 뜨거워서 조심히 먹어야 해요! 수제비는 두껍지도 얇지도 않은 적당한 두께고 부드러우면서도 쫄깃 탱탱해서 단무지랑 잘 어울려요,2025-09-12,58,김치수제비 이 녀석도 양이 어마어마합니다 그릇에 거의 넘칠정도로 담아주시는데 가성비 진짜 좋은 것 같아요 이것도 기본 양인데 곱빼기로 시키면 대체 얼마나 나올지 궁금하네요 양도 많은데 굉장히 뜨거워서 조심히 먹어야 해요 수제비는 두껍지도 얇지도 않은 적당한 두께고 부드러우면서도 쫄깃 탱탱해서 단무지랑 잘 어울려요,
아줌마국수,1201562542,비는 오는데 해장은 해야해서 아줌마국수 ㄱㄱ~! 오늘 장날인지 비오는 날인데도 활기차고 식당도 다른때보다 더 붐볐어요. 오늘도 김치수제비로 시원하게 속풀이!,2025-04-06,58,비는 오는데 해장은 해야해서 아줌마국수 ㄱㄱ 오늘 장날인지 비오는 날인데도 활기차고 식당도 다른때보다 더 붐볐어요 오늘도 김치수제비로 시원하게 속풀이,
아줌마국수,1201562542,깔끔하고 맛있는 김치수제비 완주가면 먹어봐야할 맛입니다.,2025-04-15,58,깔끔하고 맛있는 김치수제비 완주가면 먹어봐야할 맛입니다,
아줌마국수,1201562542,굿,2025-06-27,58,굿,
아줌마국수,1201562542,국수(중)가 자극적이지 않아 좋습니다^^ 역시 봉동읍내는 국수 맛집이 많네요!혼밥 잘 먹고 갑니다!,2025-01-13,58,국수중가 자극적이지 않아 좋습니다 역시 봉동읍내는 국수 맛집이 많네요혼밥 잘 먹고 갑니다,
아줌마국수,1201562542,친절하고 맛있어요,2025-02-22,58,친절하고 맛있어요,
아줌마국수,1201562542,비가 와선지 김치수제비 생각에 봉동까지 드라이빙~! 얼큰한 김치수제비에 밥까지 말아서 호로록~ 정밀 맛있습니다. 밥통에 밥이 있다면 셀프로 가져다 먹으면 되요~ ㅎㅎ 김치로 만드니 매일 먹으라고해도 질리지 않을 맛~! 최고????,2024-10-19,58,비가 와선지 김치수제비 생각에 봉동까지 드라이빙 얼큰한 김치수제비에 밥까지 말아서 호로록 정밀 맛있습니다 밥통에 밥이 있다면 셀프로 가져다 먹으면 되요 ㅎㅎ 김치로 만드니 매일 먹으라고해도 질리지 않을 맛 최고,
아줌마국수,1201562542,굿굿굿굿,2025-07-20,58,굿굿굿굿,
한가람,17045267,"전주의 맛집입니다.돼지고기가 초벌 구어져 나오기에먹기도 편하고, 양념도 매우 담백합니다.넓은 매장에 친절하며 밑반찬도 아주간결하며 맛이 좋습니다.",2025-11-17,775,전주의 맛집입니다돼지고기가 초벌 구어져 나오기에먹기도 편하고 양념도 매우 담백합니다넓은 매장에 친절하며 밑반찬도 아주간결하며 맛이 좋습니다,
한가람,17045267,추석날 점심시간이라 사람이 많네요.. 직원분이 굉장히 친절해서 분비는와중에도 편하게 잘먹었습니다!,2025-10-06,775,추석날 점심시간이라 사람이 많네요 직원분이 굉장히 친절해서 분비는와중에도 편하게 잘먹었습니다,
한가람,17045267,"반찬은 모두 만즐어 주시는 것 같은데,갈비 맛이 예전 같지 않아요.제가 입맛이 변했나 하고먹고 왓어요.",2025-10-10,775,반찬은 모두 만즐어 주시는 것 같은데갈비 맛이 예전 같지 않아요제가 입맛이 변했나 하고먹고 왓어요,
한가람,17045267,점심으로 돼지갈비에 후식으로 냉면이 나와 맛있게먹었다,2025-10-12,775,점심으로 돼지갈비에 후식으로 냉면이 나와 맛있게먹었다,
한가람,17045267,1. 매장이 크고 자리가 많지만 사람이 많은 곳이라 예약이 필요할 수 있습니다. + 화장실이 깨끗해서 좋았습니다.2. 점심 특선으로 먹은 돼지갈비는 가격 대비 가성비가 좋고 맛있어서 좋았습니다.3. 직원분들이 많이 바쁘지만 친절해서 좋았습니다.,2025-05-29,775,1 매장이 크고 자리가 많지만 사람이 많은 곳이라 예약이 필요할 수 있습니다 화장실이 깨끗해서 좋았습니다2 점심 특선으로 먹은 돼지갈비는 가격 대비 가성비가 좋고 맛있어서 좋았습니다3 직원분들이 많이 바쁘지만 친절해서 좋았습니다,
한가람,17045267,"가족(친척)들과의 오랜만에 모임이라 타지에서 내려와 이곳을 방문했습니다. 분위기도 괜찮고 음식도 무난해서 기분 좋게 식사하던 중, 제가 주문한 갈비탕에서 은색 금속 링이 나왔습니다. (옆에 테이블에 앉아계시던 분들도 다 봄)음식을 거의 다 먹은 후에 발견한 터라 당황스러웠지만, 직원분을 불러 상황을 설명드렸습니다. 그런데 놀랍게도, 제대로 된 사과 한마디 없이 그냥 해당 음식 한 그릇만 환불해주겠다고 하더군요.음식에서 이물질(심지어 금속)이 나왔는데도 책임자는 나오지도 않고, 단순히 계산에서 금액 하나 빼주는 식의 대응은 너무 무성의했습니다.함께한 가족들 앞이라 큰 소리 내진 않았지만, 굉장히 불쾌하고 실망스러운 경험이었습니다.참고하시길 바랍니다.(금속 링은 직원분이 가져가셔서 사진이 없네요)",2025-07-12,775,가족친척들과의 오랜만에 모임이라 타지에서 내려와 이곳을 방문했습니다 분위기도 괜찮고 음식도 무난해서 기분 좋게 식사하던 중 제가 주문한 갈비탕에서 은색 금속 링이 나왔습니다 옆에 테이블에 앉아계시던 분들도 다 봄음식을 거의 다 먹은 후에 발견한 터라 당황스러웠지만 직원분을 불러 상황을 설명드렸습니다 그런데 놀랍게도 제대로 된 사과 한마디 없이 그냥 해당 음식 한 그릇만 환불해주겠다고 하더군요음식에서 이물질심지어 금속이 나왔는데도 책임자는 나오지도 않고 단순히 계산에서 금액 하나 빼주는 식의 대응은 너무 무성의했습니다함께한 가족들 앞이라 큰 소리 내진 않았지만 굉장히 불쾌하고 실망스러운 경험이었습니다참고하시길 바랍니다금속 링은 직원분이 가져가셔서 사진이 없네요,
한가람,17045267,특선이라는 말이 어울리는 곳어르신들 많는 이유가 있음,2025-09-02,775,특선이라는 말이 어울리는 곳어르신들 많는 이유가 있음,
한가람,17045267,편안한 분위기 좋아요~,2025-07-04,775,편안한 분위기 좋아요,
한가람,17045267,갈비탕 국물 맛있고 고기도 많네요.감사합니다 ?? ?? ??,2025-04-20,775,갈비탕 국물 맛있고 고기도 많네요감사합니다,
장원식당,17076963,밑반찬이. 집밥마냥 맛잇네요~,2024-07-22,2,밑반찬이 집밥마냥 맛잇네요,
장원식당,17076963,가격이 그때그때 달라요,2023-03-06,2,가격이 그때그때 달라요,
두레박회관,17076967,50살이 다 되가는 전주사람기차 시간이 많이 남아서 리뷰보고 들어감딱 맛있는 백반집^^9천원 아깝지 않게 반찬 다 맛있고 동태탕도 맛있어요계란말이는 진짜 굿~ 역직원들도 점심때 달아 놓고 먹는집인듯 많이 오시더라고요간판만 보고 다닌 세월이 아쉽네요내려올때 시간 맞으면 또 먹고 싶었는데시간이 안 맞아서 ㅎㅎ연휴때 집밥생각나면 또 가보려고요사장님 건강하세요^^,2025-09-25,43,50살이 다 되가는 전주사람기차 시간이 많이 남아서 리뷰보고 들어감딱 맛있는 백반집9천원 아깝지 않게 반찬 다 맛있고 동태탕도 맛있어요계란말이는 진짜 굿 역직원들도 점심때 달아 놓고 먹는집인듯 많이 오시더라고요간판만 보고 다닌 세월이 아쉽네요내려올때 시간 맞으면 또 먹고 싶었는데시간이 안 맞아서 ㅎㅎ연휴때 집밥생각나면 또 가보려고요사장님 건강하세요,
두레박회관,17076967,백반 한끼 식사용,2025-06-06,43,백반 한끼 식사용,
두레박회관,17076967,전주역 찐 맛집 두레박!!,2025-04-04,43,전주역 찐 맛집 두레박,
두레박회관,17076967,굿,2025-03-11,43,굿,
두레박회관,17076967,백반 먹었습니다.,2024-12-18,43,백반 먹었습니다,
두레박회관,17076967,추천합니디,2025-04-15,43,추천합니디,
두레박회관,17076967,좋습니다,2025-04-15,43,좋습니다,
두레박회관,17076967,전주에 출장갔다가 역에서 가깝고 구성 괜찮아 보여서 고민않고 직행!! 점심시간에 혼자라 안된다고 하면 어쩌지 싶었는데 전혀 그런 눈치 안주시고 바로 1인 백바뉴메뉴로 받음. 맛있네요~ 다음에 또 전주역 가면 또 방문할거예요. 참고로 오늘 찌게는 돼지고기 두부 듬뿍 김치찌게 ??,2024-05-20,43,전주에 출장갔다가 역에서 가깝고 구성 괜찮아 보여서 고민않고 직행 점심시간에 혼자라 안된다고 하면 어쩌지 싶었는데 전혀 그런 눈치 안주시고 바로 1인 백바뉴메뉴로 받음 맛있네요 다음에 또 전주역 가면 또 방문할거예요 참고로 오늘 찌게는 돼지고기 두부 듬뿍 김치찌게,
두레박회관,17076967,"친구들하고 전주여행와서 먹은 첫끼에요!!!진짜 이런 맛집이 전주역 근처에 있다는게 너무 좋아요!! 다들 친절하시고 음식이...백반이 정말 명물이에요!! 반찬 하나하나 다 맛있고, 계란찜도 푸짐하고 특히나 된장찌개는 감동이였어요! 친구들이 다 감탄하면서 계속 맛있다고 하고 먹었어요 ㅋㅋ 집에 올때까지 된장찌개 이야기하면서 진짜 마지막으로 먹고가고싶다고 할 정도였어요!! 기차시간때문에 가지못했지만, 다음에 전주를 가게되거나 가는 사람 있으면 진짜 무조건 추천하고 싶은 식당이에요!!",2024-02-18,43,친구들하고 전주여행와서 먹은 첫끼에요진짜 이런 맛집이 전주역 근처에 있다는게 너무 좋아요 다들 친절하시고 음식이백반이 정말 명물이에요 반찬 하나하나 다 맛있고 계란찜도 푸짐하고 특히나 된장찌개는 감동이였어요 친구들이 다 감탄하면서 계속 맛있다고 하고 먹었어요 ㅋㅋ 집에 올때까지 된장찌개 이야기하면서 진짜 마지막으로 먹고가고싶다고 할 정도였어요 기차시간때문에 가지못했지만 다음에 전주를 가게되거나 가는 사람 있으면 진짜 무조건 추천하고 싶은 식당이에요,
춘천닭갈비팔복점,17056949,아이가 좋아해서 주기적으로 한번씩~~일단 한번 잡숴봐유~~두말하믄 입아프쥬~~오늘도 바닥까지 싹싹 비우고 왔네요~~^^음료서비스 감사해용~~~꾸벅,2024-12-06,40,아이가 좋아해서 주기적으로 한번씩일단 한번 잡숴봐유두말하믄 입아프쥬오늘도 바닥까지 싹싹 비우고 왔네요음료서비스 감사해용꾸벅,
춘천닭갈비팔복점,17056949,오늘도 싹쓰리~~~~,2025-02-08,40,오늘도 싹쓰리,
춘천닭갈비팔복점,17056949,막둥이가좋아하는동네맛집~~,2024-11-04,40,막둥이가좋아하는동네맛집,
춘천닭갈비팔복점,17056949,깨끗이비우고왔네요..,2024-11-23,40,깨끗이비우고왔네요,
춘천닭갈비팔복점,17056949,닭갈비와 반찬이 맛있었구요 정말 잘 먹었습니다,2024-09-06,40,닭갈비와 반찬이 맛있었구요 정말 잘 먹었습니다,
춘천닭갈비팔복점,17056949,"닭갈비 맛있는건 당연한거고 사이드로 나오는 닭발, 똥집도 맛있어요. 닭발은 따로 팔면 포장해 가고 싶을 정도로 제 입맛에 딱입니다.",2024-06-01,40,닭갈비 맛있는건 당연한거고 사이드로 나오는 닭발 똥집도 맛있어요 닭발은 따로 팔면 포장해 가고 싶을 정도로 제 입맛에 딱입니다,
춘천닭갈비팔복점,17056949,굿,2024-08-23,40,굿,
춘천닭갈비팔복점,17056949,맛있어요.,2024-06-22,40,맛있어요,
춘천닭갈비팔복점,17056949,맛있어요.,2024-06-13,40,맛있어요,
춘천닭갈비팔복점,17056949,맛있어요.,2024-05-08,40,맛있어요,
길손네,17040255,"가을비 오던 날, 길손네 닭도리탕 한마리! 밥과 함께 점심으로 뚝딱ㅎ 추억이 방울방울??",2025-09-25,177,가을비 오던 날 길손네 닭도리탕 한마리 밥과 함께 점심으로 뚝딱ㅎ 추억이 방울방울,
길손네,17040255,남자친구 학창시절 맛집이라고 해서 전주여행 때ㅎㅎㅎ가봤어요 ㅎㅎㅎ 맛집 인정인정!??,2025-06-23,177,남자친구 학창시절 맛집이라고 해서 전주여행 때ㅎㅎ가봤어요 ㅎㅎ 맛집 인정인정,
길손네,17040255,오래된 닭볶음탕 맛집??,2025-08-19,177,오래된 닭볶음탕 맛집,
길손네,17040255,친절해요,2025-06-19,177,친절해요,
길손네,17040255,"?? 닭볶음탕 한마리(공기밥 2인 포함): 32,000원??? 실내체육관 유료 부설주차장 -> 카카오T 사전 정산 가능??? 둘째, 넷째 일요일 휴무?? 길손네만의 추억의 맛이 있어요~ ??",2024-12-30,177,닭볶음탕 한마리공기밥 2인 포함 32000원 실내체육관 유료 부설주차장 카카오 사전 정산 가능 둘째 넷째 일요일 휴무 길손네만의 추억의 맛이 있어요,
길손네,17040255,집밥 느낌나는 닭볶음탕이에요! 매콤하고 양도 많아요ㅎㅎ,2024-12-28,177,집밥 느낌나는 닭볶음탕이에요 매콤하고 양도 많아요ㅎㅎ,
길손네,17040255,맛있어요 닭볶음탕 김치전 짱짱,2025-01-01,177,맛있어요 닭볶음탕 김치전 짱짱,
새만금,17513085,?? 새만금 방조제 야미도 맞은편 억새밭?? 야미도 맞은편에 억새가 많이 있어 산책하면서 구경했어요~,2025-11-02,86,새만금 방조제 야미도 맞은편 억새밭 야미도 맞은편에 억새가 많이 있어 산책하면서 구경했어요,
새만금,17513085,아무생각없이. 보기 좋네요곳곳에 낚시 하는 분들도 있어요탁 트인 전망에 동해랑 또 다른 분위기 입니다.?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ???? ?? ?? ?? ?? ㅡ,2025-09-26,86,아무생각없이 보기 좋네요곳곳에 낚시 하는 분들도 있어요탁 트인 전망에 동해랑 또 다른 분위기 입니다,
새만금,17513085,"새만금방조제를 따라 드라이브한 날은특별히 기억에 남습니다. 마침 낙조가 시작되는 시간대라 창밖으로 펼쳐지는하늘은 점점 붉게 물들어가고,바다 위로 번져가는 햇살은 장관이었습니다.길게 이어진 방조제를 달리며 마주한 풍경은일상에서 쉽게 볼 수 없는 웅장한 아름다움이었고,그 순간만큼은 세상의 소음이 모두 사라진 듯마음이 고요해졌습니다.해가 서서히 내려앉으며 보여준 빛의 향연은단순히 아름답다는 말로는 다 표현할 수 없었고,그 자리에 서서 자연의 위대함을온전히 느낄 수 있었습니다.",2025-08-16,86,새만금방조제를 따라 드라이브한 날은특별히 기억에 남습니다 마침 낙조가 시작되는 시간대라 창밖으로 펼쳐지는하늘은 점점 붉게 물들어가고바다 위로 번져가는 햇살은 장관이었습니다길게 이어진 방조제를 달리며 마주한 풍경은일상에서 쉽게 볼 수 없는 웅장한 아름다움이었고그 순간만큼은 세상의 소음이 모두 사라진 듯마음이 고요해졌습니다해가 서서히 내려앉으며 보여준 빛의 향연은단순히 아름답다는 말로는 다 표현할 수 없었고그 자리에 서서 자연의 위대함을온전히 느낄 수 있었습니다,
새만금,17513085,우리나라 토목공사의 위대함을 느꼈어여드라이브 하기 좋아요,2025-10-09,86,우리나라 토목공사의 위대함을 느꼈어여드라이브 하기 좋아요,
새만금,17513085,드라이브 삼아 많이들 오시네요 근처에 변산 해수욕장 격포 해수욕장 등 내소사 도 있고 조각공원 도 있어 좋습니다,2025-08-15,86,드라이브 삼아 많이들 오시네요 근처에 변산 해수욕장 격포 해수욕장 등 내소사 도 있고 조각공원 도 있어 좋습니다,
새만금,17513085,전북 군산 새만금 휴게소에도 들리고 방조제에서 산책도 했어요 바다의 시원한바람이 여행의 지친 내 심신을 힐링시켜주네요,2025-09-08,86,전북 군산 새만금 휴게소에도 들리고 방조제에서 산책도 했어요 바다의 시원한바람이 여행의 지친 내 심신을 힐링시켜주네요,
새만금,17513085,드라이브하기 정말 좋아요. 방조제를 만들고 난 후 공원과 간이 휴게소를 곳곳에 정말 많이 만들어 놨어요. 날이 좋으면 고군산군도방문객도 많고 하이킹오는 분들도 많대요. 중간중간 쉼터로 개발해 놓았는데 잘 사용되지않아 버림받은것 같은 곳들이 있어 아쉽네요. 뭐 워낙 넓어서..,2025-06-26,86,드라이브하기 정말 좋아요 방조제를 만들고 난 후 공원과 간이 휴게소를 곳곳에 정말 많이 만들어 놨어요 날이 좋으면 고군산군도방문객도 많고 하이킹오는 분들도 많대요 중간중간 쉼터로 개발해 놓았는데 잘 사용되지않아 버림받은것 같은 곳들이 있어 아쉽네요 뭐 워낙 넓어서,
새만금,17513085,?? 군산에서 부안 가는 길?? 뻥 뚫린 바다와 한적한 도로에서 자연을 맛볼 수 있어요!,2025-07-12,86,군산에서 부안 가는 길 뻥 뚫린 바다와 한적한 도로에서 자연을 맛볼 수 있어요,
새만금,17513085,드라이브코스로 너무 좋아요,2025-07-19,86,드라이브코스로 너무 좋아요,
새만금,17513085,일몰도 일출도 보기 좋은 스팟!,2025-08-16,86,일몰도 일출도 보기 좋은 스팟,
진선미황태마을,19378601,황태구이가 더 괜찮은듯 해요두번째 방문인데 식당이 어두워서 그런지ㅎㅎ 그럭저럭 먹고나왓어요,2025-08-04,50,황태구이가 더 괜찮은듯 해요두번째 방문인데 식당이 어두워서 그런지ㅎㅎ 그럭저럭 먹고나왓어요,
진선미황태마을,19378601,황태구이 맛은 있는데 밑반찬이 저에게는 짜서 많이 먹지 못했어요ㅠ두번째 방문인데 조금만 친절하셨으면 좋겠어요.그릇도 탁탁 놓고 기분이 좋진 않네요,2025-06-27,50,황태구이 맛은 있는데 밑반찬이 저에게는 짜서 많이 먹지 못했어요두번째 방문인데 조금만 친절하셨으면 좋겠어요그릇도 탁탁 놓고 기분이 좋진 않네요,
진선미황태마을,19378601,좋습니다,2025-10-17,50,좋습니다,
진선미황태마을,19378601,황태구이와콩나물국은 맛있는데 반찬이 대체적으로 짜요조금만더 친절하시면 더 맛있게 먹을수 있을거같아요ㅠ,2024-09-20,50,황태구이와콩나물국은 맛있는데 반찬이 대체적으로 짜요조금만더 친절하시면 더 맛있게 먹을수 있을거같아요,
진선미황태마을,19378601,한번쯤 가보면 좋아요.,2024-11-23,50,한번쯤 가보면 좋아요,
